id,valve_id,component_name,component_text,created_at,updated_at
2399,206,PORT,N/A,,
2400,206,RATING,"ASME CLASS 300, 450F MAX.TEMP.",,
2401,206,STANDARD,API 599,,
2402,206,STEM,ALLOY STEEL,,
2403,206,TRIM,"ALLOY STEEL COATED WITH .001"" ELECTROLESS NICKEL OR 316 STAINLESS STEEL",,
2404,206,TYPE,LUBRICATED PLUG,,
2405,207,BODY,FORGED CARBON STEEL: ASTM A105,,
2406,207,BONNET,"BOLTED, SCREWED GLAND",,
2407,207,DISC,QUARTER-TURN PLUG,,
2408,207,ENDS,SOCKETWELD/THREADED,,
2409,207,OPERATOR,"1/2"" - 3"" WRENCH,",,
2410,207,PACKING,"MANUFACTURER'S STANDARD",,
2411,207,PATTERN,SHORT,,
2412,207,PORT,N/A,,
2413,207,RATING,"ASME CLASS 300, 350F MAX.TEMP.",,
2414,207,STANDARD,API 599,,
2415,207,STEM,NA,,
2416,207,TRIM,"ALLOY STEEL COATED WITH .001"" ELECTROLESS NICKEL OR 316 STAINLESS STEEL",,
2417,207,TYPE,LUBRICATED PLUG,,
2418,208,BODY,"CAST ALLOY 20, ASTM A744, GR. CN7M",,
2419,208,BONNET,"BOLTED GLAND, CAST ALLOY 20, ASTM A351, GR. CN7M",,
2420,208,BONNET GASKET,PFA,,
2421,208,DISC,"QUARTER-TURN PLUG, ALLOY 20",,
2422,208,ENDS,RAISED FACE FLANGED,,
2423,208,OPERATOR,"1/2"" - 3"" WRENCH, 4""-12"" ENCLOSED GEAR",,
2424,208,PACKING,PFA,,
2425,208,PORT,N/A,,
2426,208,RATING,"ASME CLASS 300, 400F MAX.TEMP.",,
2427,208,SLEEVE,PTFE,,
2428,208,STANDARD,API 599,,
2429,208,STEM,ALLOY 20 (INTEGRAL WITH PLUG),,
2430,208,TYPE,NON-LUBRICATED PLUG - SLEEVELINE,,
2431,209,BODY,FORGED CARBON STEEL: ASTM A105,,
2432,209,BONNET,"BOLTED, SCREWED GLAND",,
2433,209,DISC,QUARTER-TURN PLUG,,
2434,209,ENDS,SOCKETWELD,,
2435,209,OPERATOR,"1/2"" - 3"" WRENCH",,
2436,209,PACKING,"MANUFACTURER'S STANDARD",,
2437,209,PATTERN,SHORT,,
2438,209,PORT,N/A,,
2439,209,RATING,"ASME CLASS 300, 350F MAX.TEMP.",,
2440,209,STANDARD,ASME B16.34,,
2441,209,STEM,NA,,
2442,209,TRIM,"ALLOY STEEL COATED WITH .001"" ELECTROLESS NICKEL OR 316 STAINLESS STEEL",,
2443,209,TYPE,LUBRICATED PLUG,,
2444,210,BODY,"CAST CARBON STEEL: ASTM A216, GR. WCB",,
2445,210,BONNET,"BOLTED, SCREWED GLAND, NO GLAND",,
2446,210,DISC,QUARTER-TURN PLUG,,
2447,210,ENDS,RAISED FACE FLANGED,,
2448,210,OPERATOR,"1/2"" - 4"" WRENCH, 6"" - 24"" GEAR",,
2449,210,PACKING,"MANUFACTURER'S STANDARD",,
2450,210,PATTERN,"SHORT, VENTURI, BOTTOM ENTRY",,
2451,210,PORT,N/A,,
2452,210,RATING,"ASME CLASS 300, 450F MAX.TEMP.",,
2453,210,STANDARD,API 599,,
2454,210,STEM,ALLOY STEEL,,
2455,210,TRIM,"ALLOY STEEL COATED WITH .001"" ELECTROLESS NICKEL OR 316 STAINLESS STEEL",,
2456,210,TYPE,LUBRICATED PLUG,,
2457,211,BODY,FORGED CARBON STEEL: ASTM A105,,
2458,211,BONNET,"BOLTED, SCREWED GLAND",,
2459,211,DISC,QUARTER-TURN PLUG,,
2460,211,ENDS,SOCKETWELD/THREADED,,
2461,211,OPERATOR,"1/2"" - 3"" WRENCH,",,
2462,211,PACKING,"MANUFACTURER'S STANDARD",,
2463,211,PATTERN,SHORT,,
2464,211,PORT,N/A,,
2465,211,RATING,"ASME CLASS 300, 350F MAX.TEMP.",,
2466,211,STANDARD,API 599,,
2467,211,STEM,NA,,
2468,211,TRIM,"ALLOY STEEL COATED WITH .001"" ELECTROLESS NICKEL OR 316 STAINLESS STEEL",,
2469,211,TYPE,LUBRICATED PLUG,,
2470,212,BODY,"CAST CARBON STEEL: ASTM A216, GR. WCB",,
2471,212,BONNET,"BOLTED, BOLTED GLAND, SCREWED GLAND, NO GLAND",,
2472,212,DISC,QUARTER-TURN PLUG,,
2473,212,ENDS,RAISED FACE FLANGED,,
2474,212,OPERATOR,"1/2"" - 4"" WRENCH, 6"" - 24"" GEAR",,
2475,212,PACKING,"MANUFACTURER'S STANDARD",,
2476,212,PATTERN,"SHORT, VENTURI, BOTTOM ENTRY",,
2477,212,PORT,N/A,,
2478,212,RATING,"ASME CLASS 300, 450F MAX.TEMP.",,
2479,212,STANDARD,API 599,,
2480,212,STEM,11 - 13% CR.,,
2481,212,TRIM,"ASTM A216, GR. WCB OR ASTM A105",,
2482,212,TYPE,LUBRICATED PLUG,,
2483,213,BODY,"CAST CARBON STEEL: ASTM A216, GR. WCB",,
2484,213,BONNET,"BOLTED, BOLTED GLAND, SCREWED GLAND, NO GLAND",,
2485,213,DISC,QUARTER-TURN PLUG,,
2486,213,ENDS,"RAISED FACE FLANGED, 125 AARH FACE FINISH",,
2487,213,OPERATOR,"1/2"" - 4"" WRENCH, 6"" - 24"" GEAR",,
2488,213,PACKING,"MANUFACTURER'S STANDARD",,
2489,213,PATTERN,"SHORT, VENTURI, BOTTOM ENTRY",,
2490,213,PORT,N/A,,
2491,213,RATING,"ASME CLASS 300, 450F MAX.TEMP.",,
2492,213,STANDARD,API 599,,
2493,213,STEM,11 - 13% CR.,,
2494,213,TRIM,"ASTM A216, GR. WCB OR ASTM A105",,
2495,213,TYPE,LUBRICATED PLUG,,
2496,214,BODY,"CAST CARBON STEEL: ASTM A216, GR. WCB",,
2497,214,BONNET,"BOLTED, BOLTED GLAND, SCREWED GLAND",,
2498,214,DISC,QUARTER-TURN PLUG,,
2499,214,ENDS,SOCKETWELD/THREADED,,
2500,214,OPERATOR,"1/2"" - 3"" WRENCH",,
2501,214,PACKING,"MANUFACTURER'S STANDARD",,
2502,214,PATTERN,SHORT,,
2503,214,PORT,N/A,,
2504,214,RATING,"ASME CLASS 300, 450F MAX.TEMP.",,
2505,214,STANDARD,ASME B16.34,,
2506,214,STEM,NA,,
2507,214,TRIM,"ASTM A216, GR. WCB OR ASTM A105",,
2508,214,TYPE,LUBRICATED PLUG,,
2509,215,BODY,"CARBON STEEL; ASTM 216, GR. WCB OR ASTM A105, FURNISH WITH THERMAL RELIEF TO BODY AND PIPED TO DISCHARGE BACK INTO UPSTREAM FLOW. ALL PIPE JOINTS SHALL BE OF WELDED CONSTRUCTION, INCLUDING BODY CONNECTIONS.",,
2510,215,BODY SEAT,CHROME PLATED ON BODY SURFACE,,
2511,215,BONNET,BOLTED COVER (TOP AND BOTTOM),,
2512,215,ENDS,RAISED FACE FLANGED,,
2513,215,GASKETS,VITON O-RINGS AND FLEXIBILE GRAPHITE SHEET WITH 316SS METAL INSERT.,,
2514,215,OPERATOR,"2""-6"" HANDWHEEL, 8""-20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
2515,215,PACKING,VITON O-RINGS AND DIE-FORMED FLEXIBLE GRAPHITE RINGS,,
2516,215,PLUG,NICKEL PLATED DUCTILE IRON WITH NI-RESIST SLIPS,,
2517,215,RATING,"ASME CLASS 300, (350F MAX.TEMP.)",,
2518,215,SEALS,"VITON GF (NOT TO BE USED IN MTBE, CAUSTIC, AND AMINES SERVICES), FIRESAFE TO API-607.",,
2519,215,STANDARD,TESTED TO API 6D,,
2520,215,STEM,"INTEGRAL WITH PLUG, ELECTROLESS NICKEL PLATED.",,
2521,215,TYPE,TWIN SEAL PLUG (NON-LUBRICATED),,
2522,216,BODY,"CARBON STEEL; ASTM 216, GR. WCB OR ASTM A105, FURNISH WITH THERMAL RELIEF TO BODY AND PIPED TO DISCHARGE BACK INTO UPSTREAM FLOW. ALL JOINTS SHALL BE OF WELDED CONSTRUCTION, INCLUDING VALVE BODY CONNECTIONS.",,
2523,216,BODY SEAT,CHROME PLATED ON BODY SURFACE,,
2524,216,BONNET,BOLTED COVER (TOP AND BOTTOM),,
2525,216,ENDS,RAISED FACE FLANGED,,
2526,216,GASKETS,KALREZ OR MODIFIED NITRILE O-RINGS AND FLEXIBLE GRAPHITE SHEET WITH 316SS METAL INSERT.,,
2527,216,OPERATOR,"2""-6"" HANDWHEEL, 8""-20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
2528,216,PACKING,KALREZ OR MODIFIED NITRILE O-RINGS AND DIE-FORMED FLEXIBLE GRAPHITE RINGS.,,
2529,216,PLUG,NICKEL PLATED DUCTILE IRON WITH NI-RESIST SLIPS,,
2530,216,PORT,N/A,,
2531,216,RATING,"ASME CLASS 300, (180F MAX.TEMP.)",,
2532,216,SEALS,"GVM , FIRESAFE TO API-607",,
2533,216,STANDARD,TESTED TO API 6D,,
2534,216,STEM,INTEGRAL WITH PLUG ELECTROLESS NICKEL PLATED.,,
2535,216,TYPE,TWIN SEAL PLUG (NON-LUBRICATED),,
2536,217,BODY,"BRONZE, ASTM B62, ALLOY 836",,
2537,217,BONNET,"SCREWED NUT, INSIDE SCREW, RISING STEM",,
2538,217,DISC,SOLID,,
2539,217,ENDS,SCREWED,,
2540,217,OPERATOR,HANDWHEEL,,
2541,217,PACKING,KEVLAR-GRAPHITE COMPOSITION,,
2542,217,PORT,N/A,,
2543,217,RATING,400 WOG,,
2544,217,STANDARD,---,,
2545,217,STEM,SILICON ALUMINUM BRONZE,,
2546,217,TRIM,"DISC: TFE, SEAT: TFE",,
2547,217,TYPE,NEEDLE,,
2548,218,BALL,"316 STAINLESS STEEL, FLOATING",,
2549,218,BODY,"CAST CARBON STEEL, ASTM A216, GR. WCB",,
2550,218,BONNET,"CAST CARBON STEEL, ASTM A216, GR. WCB",,
2551,218,ENDS,RAISED FACE FLANGED,,
2552,218,OPERATOR,"WRENCH (1/2""-4""), GEAR OPERATED (6"" & LARGER)",,
2553,218,PORT,REDUCED,,
2554,218,RATING,ASME CLASS 300,,
2555,218,SEATS,"FILLED TFE, SELF RELIEVING SEATS, FIRESAFE TO API-607, LATEST EDITION",,
2556,218,STANDARD,ASME B16.34 (BODY ONLY),,
2557,218,STEM,316 STAINLESS STEEL,,
2558,218,STEM SEAL,"TFE WITH SECONDARY GRAPHITE SEAL FOR ""FIRESAFE""",,
2559,218,TYPE,BALL,,
2560,219,BALL,"316 STAINLESS STEEL, FLOATING",,
2561,219,BODY,"CAST CARBON STEEL, ASTM A216, GR. WCB",,
2562,219,BONNET,"CAST CARBON STEEL, ASTM A216, GR. WCB",,
2563,219,ENDS,RAISED FACE FLANGED,,
2564,219,OPERATOR,"WRENCH (1/2""-4""), GEAR OPERATED (6"" & LARGER)",,
2565,219,PORT,REDUCED,,
2566,219,RATING,ASME CLASS 300,,
2567,219,SEATS,"FILLED TFE, SELF RELIEVING SEATS, FIRESAFE TO API-607, LATEST EDITION",,
2568,219,STANDARD,ASME B16.34 (BODY ONLY),,
2569,219,STEM,316 STAINLESS STEEL,,
2570,219,STEM SEAL,"TFE WITH SECONDARY GRAPHITE SEAL FOR ""FIRESAFE""",,
2571,219,TYPE,BALL,,
2572,221,BALL,QUARTER-TURN BALL,,
2573,221,BODY,"CAST 5 CR - 1/2 MO; ASTM A217 GR. WC5, FORGINGS TO ASTM A182 GR. F5. BODY THICKNESS SHALL MEET API-600 CLASS B.",,
2574,221,BONNET,BOLTED,,
2575,221,ENDS,RING JOINT FLANGED,,
2576,221,OPERATOR,"WRENCH (2""-4""), GEAR OPERATED (6"" & LARGER)",,
2577,221,OTHER,1. STEAM PURGE CONNECTIONS SHALL BE PROVIDED AS INDICATED IN THE PURCHASE ORDER. 2. BI-DIRECTIONAL CAPABILITY,,
2578,221,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2579,221,PORT,100 % OPENING,,
2580,221,RATING,ASME CLASS 300,,
2581,221,SERVICE,COKER CORROSIVE HYDROCARBONS AT 850F MAXIMUM DESIGN TEMPERATURE,,
2582,221,STANDARD,ASME B16.34,,
2583,221,STEM,17-4 PH (33 RC MAX) OR 410SS,,
2584,221,TRIM,"BALL: 410SS TUNGSTEN OR CHROME CARBIDE COATED, SEAT: STELLITE #6 OR 410SS W/CHROME CARBIDE COATING SPRING: A286 OR A638 ALLOY",,
2585,221,TYPE,BALL,,
2586,222,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCC",,
2587,222,BONNET,"BOLTED, QUARTER-TURN RISE WITH POSITION INDICATOR",,
2588,222,DISC,TRUNNION MOUNTED BALL WITH CAM ACTION STEM,,
2589,222,ENDS,RAISED FACE FLANGED,,
2590,222,OPERATOR,"2""-16"" HANDWHEEL, 18""-20"" GEAR",,
2591,222,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2592,222,PORT,REDUCED,,
2593,222,RATING,ASME CLASS 300,,
2594,222,SEAT INSERT,316SS TUBE (800F MAX. TEMP.),,
2595,222,SEAT RING,410 STAINLESS STEEL,,
2596,222,STANDARD,TESTED TO API 6D,,
2597,222,STEM,8620 ALLOY STEEL WITH DRY LUBRICANT OVERLAY,,
2598,222,TRIM,CORE: CARBON STEEL WITH HASTELLOY C WELD OVERLAY FACING,,
2599,222,TYPE,ORBIT,,
2600,223,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCC",,
2601,223,BONNET,"BOLTED, QUARTER-TURN RISE WITH POSITION INDICATOR",,
2602,223,DISC,TRUNNION MOUNTED BALL WITH CAM ACTION STEM,,
2603,223,ENDS,RAISED FACE FLANGED (125-250 AARH FACING),,
2604,223,OPERATOR,"2""-16"" HANDWHEEL, 18""-20"" GEAR",,
2605,223,PACKING,V-SHAPED CHEVRON TEFLON RINGS WITH GRAPHITE TOP RING AND INJECTABLE SEALANT.,,
2606,223,PORT,REDUCED,,
2607,223,RATING,ASME CLASS 300,,
2608,223,SEAT INSERT,TEFLON TFE (500F MAX. DESIGN TEMPERATURE),,
2609,223,SEAT RING,410 STAINLESS STEEL,,
2610,223,STANDARD,TESTED TO API 6D,,
2611,223,STEM,8620 ALLOY STEEL WITH DRY LUBRICANT OVERLAY,,
2612,223,TRIM,CORE: CARBON STEEL WITH NICKEL OVERLAY FACING,,
2613,223,TYPE,ORBIT,,
2614,224,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCC",,
2615,224,BONNET,"BOLTED, QUARTER-TURN RISE WITH POSITION INDICATOR",,
2616,224,DISC,TRUNNION MOUNTED BALL WITH CAM ACTION STEM,,
2617,224,ENDS,RAISED FACE FLANGED,,
2618,224,OPERATOR,"2""-16"" HANDWHEEL, 18""-20"" GEAR",,
2619,224,PACKING,V-SHAPED CHEVRON TEFLON RINGS WITH GRAPHITE TOP RING AND INJECTABLE SEALANT.,,
2620,224,PORT,REDUCED,,
2621,224,RATING,ASME CLASS 300,,
2622,224,SEAT INSERT,TEFLON TFE (500F MAX. DESIGN TEMPERATURE),,
2623,224,SEAT RING,410 STAINLESS STEEL,,
2624,224,STANDARD,TESTED TO API 6D,,
2625,224,STEM,8620 ALLOY STEEL WITH DRY LUBRICANT OVERLAY,,
2626,224,TRIM,CORE: CARBON STEEL WITH NICKEL OVERLAY FACING,,
2627,224,TYPE,ORBIT,,
2628,225,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCC",,
2629,225,BONNET,"BOLTED, QUARTER-TURN RISE WITH POSITION INDICATOR",,
2630,225,DISC,TRUNNION MOUNTED BALL WITH CAM ACTION STEM,,
2631,225,ENDS,RAISED FACE FLANGED,,
2632,225,OPERATOR,"2""-16"" HANDWHEEL, 18""-20"" GEAR",,
2633,225,PACKING,V-SHAPED CHEVRON TEFLON RINGS WITH GRAPHITE TOP RING AND INJECTABLE SEALANT.,,
2634,225,PORT,REDUCED,,
2635,225,RATING,ASME CLASS 300,,
2636,225,SEAT INSERT,TEFLON TFE (500F MAX. DESIGN TEMPERATURE),,
2637,225,SEAT RING,17-4H STAINLESS STEEL HEAT TREATED TO 33 RC OR K-MONEL,,
2638,225,STANDARD,TESTED TO API 6D,,
2639,225,STEM,K-MONEL,,
2640,225,TRIM,CORE: CARBON STEEL WITH MONEL OR HASTELLOY C OVERLAY FACING,,
2641,225,TYPE,ORBIT,,
2642,226,BODY,CAST 5 CR - 1/2 MO; ASTM A217 GR. WC5,,
2643,226,BONNET,BOLTED,,
2644,226,DISC,TAPERED PLUG,,
2645,226,ENDS,RING JOINT FLANGED,,
2646,226,OPERATOR,GEAR,,
2647,226,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2648,226,PORT,70% OPENING,,
2649,226,RATING,ASME CLASS 300,,
2650,226,STANDARD,ASME B16.34,,
2651,226,STEM,11-13% CR.,,
2652,226,TRIM,"PLUG: 5 CR., CO CR-A HARDFACED, SEAT: 5 CR., CO CR-A HARDFACED",,
2653,226,TYPE,NON-LUBRICATED WEDGEPLUG,,
2654,227,BODY,"CAST CARBON ASTM A216, GR. WCB",,
2655,227,BONNET,"BOLTED, OS&Y",,
2656,227,DISC,PLUG TYPE,,
2657,227,ENDS,RAISED FACE FLANGED,,
2658,227,OPERATOR,IMPACTOR HANDWHEEL,,
2659,227,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2660,227,PORT,N/A,,
2661,227,RATING,ASME CLASS 300,,
2662,227,STANDARD,ASME BOILER CODE & ASME B16.34,,
2663,227,STEM,11-13% CR.,,
2664,227,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
2665,227,TYPE,STOP-CHECK (NON-RETURN) GLOBE TYPE,,
2666,228,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCB",,
2667,228,BONNET,"BOLTED, OS&Y",,
2668,228,DISC,PLUG TYPE,,
2669,228,ENDS,RAISED FACE FLANGED,,
2670,228,OPERATOR,IMPACTOR HANDWHEEL,,
2671,228,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2672,228,PORT,N/A,,
2673,228,RATING,ASME CLASS 300,,
2674,228,STANDARD,ASME BOILER CODE & ASME B16.34,,
2675,228,STEM,11-13% CR.,,
2676,228,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
2677,228,TYPE,STOP-CHECK (NON-RETURN) ANGLE TYPE,,
2678,229,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCB",,
2679,229,BONNET,"BOLTED, OS&Y",,
2680,229,DISC,PLUG TYPE,,
2681,229,ENDS,"BUTT WELDING, STD. WT. BORE",,
2682,229,OPERATOR,IMPACTOR HANDWHEEL,,
2683,229,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2684,229,PORT,N/A,,
2685,229,RATING,ASME CLASS 300,,
2686,229,STANDARD,ASME BOILER CODE & ASME B16.34,,
2687,229,STEM,11-13% CR.,,
2688,229,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
2689,229,TYPE,STOP-CHECK (NON-RETURN) GLOBE TYPE,,
2690,230,BODY,"CAST CARBON STEEL; ASTM A216, GR. WCB",,
2691,230,BONNET,"BOLTED, OS&Y",,
2692,230,DISC,PLUG TYPE,,
2693,230,ENDS,"BUTT WELDING, STD. WT. BORE",,
2694,230,OPERATOR,IMPACTOR HANDWHEEL,,
2695,230,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2696,230,PORT,N/A,,
2697,230,RATING,ASME CLASS 300,,
2698,230,STANDARD,ASME B16.34,,
2699,230,STEM,11-13% CR.,,
2700,230,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
2701,230,TYPE,STOP-CHECK (NON-RETURN) ANGLE TYPE,,
2702,231,BODY,FORGED CARBON STEEL; ASTM A105,,
2703,231,BONNET,"BOLTED, OS&Y",,
2704,231,DISC,SOLID,,
2705,231,ENDS,RAISED FACE FLANGED,,
2706,231,OPERATOR,HANDWHEEL,,
2707,231,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2708,231,PORT,REDUCED,,
2709,231,RATING,ASME CLASS 600,,
2710,231,STANDARD,API 602,,
2711,231,STEM,11-13% CR.,,
2712,231,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
2713,231,TYPE,GATE,,
2714,232,BODY,FORGED 1-1/4 CR - 1/2 MO; ASTM A182 GR. F11,,
2715,232,BONNET,"BOLTED, OS&Y",,
2716,232,DISC,SOLID,,
2717,232,ENDS,RAISED FACE FLANGED (125-250 AARH FACING),,
2718,232,OPERATOR,HANDWHEEL,,
2719,232,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2720,232,PORT,REDUCED,,
2721,232,RATING,ASME CLASS 600,,
2722,232,STANDARD,API 602,,
2723,232,STEM,11-13% CR.,,
2724,232,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
2725,232,TYPE,GATE,,
2726,233,BODY,CAST 1-1/4 CR - 1/2 MO; ASTM A217 GR. WC6,,
2727,233,BONNET,"BOLTED, OS&Y",,
2728,233,DISC,FLEXIBLE,,
2729,233,ENDS,RAISED FACE FLANGED (125-250 AARH FACING),,
2730,233,OPERATOR,"2"" - 12"" HANDWHEEL, 14"" - 20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
2731,233,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2732,233,PORT,FULL,,
2733,233,RATING,ASME CLASS 600,,
2734,233,STANDARD,API 600,,
2735,233,STEM,11-13% CR.,,
2736,233,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
2737,233,TYPE,GATE,,
2738,235,BODY,"CAST CARBON STEEL; A216, GR. WCB",,
2739,235,BONNET,"BOLTED, OS&Y, RING JOINT",,
2740,235,DISC,FLEXIBLE,,
2741,235,ENDS,RING JOINT FLANGED,,
2742,235,OPERATOR,"2"" - 8"" HANDWHEEL, 10"" - 20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
2743,235,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2744,235,PORT,FULL,,
2745,235,RATING,ASME CLASS 600,,
2746,235,STANDARD,API 600,,
2747,235,STEM,11-13% CR.,,
2748,235,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED",,
2749,235,TYPE,GATE,,
2750,236,BODY,FORGED 1-1/4 CR - 1/2 MO; ASTM A182 GR. F11,,
2751,236,BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
2752,236,BONNET,"BOLTED, OS&Y, RING JOINT",,
2753,236,DISC,SOLID,,
2754,236,ENDS,RING JOINT FLANGED,,
2755,236,OPERATOR,HANDWHEEL,,
2756,236,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2757,236,PORT,REDUCED,,
2758,236,RATING,ASME CLASS 600,,
2759,236,SERVICE,"CORROSIVE HYDROCARBONS, HYDROGEN AT 1025F MAXIMUM DESIGN TEMPERATURE.",,
2760,236,STANDARD,API 602,,
2761,236,STEM,11-13% CR.,,
2762,236,TRIM,"DISC: 11-13% CR., SEAT: 11-13% CR., CO CR-A HARDFACED",,
2763,236,TYPE,GATE,,
2764,237,BODY,"CAST 1-1/4 CR - 1/2 MO; ASTM A217, GR. WC6",,
2765,237,BONNET,"BOLTED, OS&Y, RING JOINT",,
2766,237,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
2767,237,DISC,FLEXIBLE,,
2768,237,ENDS,RING JOINT FLANGED,,
2769,237,OPERATOR,"2"" - 8"" HANDWHEEL, 10"" - 20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
2770,237,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2771,237,PORT,FULL,,
2772,237,RATING,ASME CLASS 600,,
2773,237,SERVICE,HYDROGEN AT 1025F MAXIMUM DESIGN TEMPERATURE.,,
2774,237,STANDARD,API 600,,
2775,237,STEM,11-13% CR.,,
2776,237,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
2777,237,TYPE,GATE,,
2778,239,BODY,"CAST 316 STAINLESS STEEL; ASTM A351, GR. CF8M",,
2779,239,BONNET,"BOLTED, OS&Y, RING JOINT",,
2780,239,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
2781,239,DISC,SOLID,,
2782,239,ENDS,RING JOINT FLANGED,,
2783,239,OPERATOR,"2"" - 8"" HANDWHEEL, 10"" - 12"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS CO. ENGINEERING STANDARD 309)",,
2784,239,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2785,239,PORT,"1/2""-2"", REDUCED; 3"" & LARGER, FULL",,
2786,239,RATING,ASME CLASS 600,,
2787,239,SERVICE,HYDROGEN AT 1100F MAXIMUM DESIGN TEMPERATURE.,,
2788,239,STANDARD,ASME B16.34,,
2789,239,STEM,316 STAINLESS STEEL,,
2790,239,TRIM,"DISC: 316 STAINLESS STEEL, SEAT: 316 STAINLESS STEEL, CO CR-A HARDFACED",,
2791,239,TYPE,GATE,,
2792,240,BODY,"CAST 9 CR - 1 MO; ASTM A217, GR. C12",,
2793,240,BONNET,"BOLTED, OS&Y, RING JOINT",,
2794,240,BONNET BOLTING,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
2795,240,DISC,FLEXIBLE,,
2796,240,ENDS,RING JOINT FLANGED,,
2797,240,OPERATOR,"2"" - 8"" HANDWHEEL, 10"" - 20"" GEAR, 24"" & LARGER MOTOR (REFERENCE ARCO PRODUCTS ENGINEERING STANDARD 309)",,
2798,240,PACKING,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
2799,240,PORT,FULL,,
2800,240,RATING,ASME CLASS 600,,
2801,240,SERVICE,CORROSIVE HYDROCARBONS AT 950F MAXIMUM DESIGN TEMPERATURE.,,
2802,240,STANDARD,API 600,,
2803,240,STEM,11-13% CR.,,
2804,240,TRIM,"DISC: 11-13% CR., CO CR-A HARDFACED, SEAT: 11-13% CR., CO CR-A HARDFACED, WELDED-IN SEAT RINGS",,
2805,240,TYPE,GATE,,
