Class_Code,Rev_Date,Piping_Comp_Name,Rev_Desc,Last_Updt_Id,Last_Updt_Date
CAO ,19970422,BALL VALVES                                                                                         ,Changed temp. limit for 300 Class ball valves to 400F.,PCSSME  ,1997-4-22
CAO ,19970710,FITTINGS                                                                                            ,Added note 164 to the seamless fittings. Added RT or UT requirements to the welded fittings.,PCSSME  ,1997-7-10
CAO ,19970715,CHECK VALVES                                                                                        ,Added Maintenance Note B for in kind replacement of Wafer Style check valve.,PCSSME  ,1997-7-15
CAO ,19971203,BALL VALVES                                                                                         ,Changed wrench operator to round or oval in 2\" and smaller valve sizes.,PCSSME  ,1997-12-3
CAO ,19971204,BALL VALVES                                                                                         ,In compliance with ASME B16.10 short pattern face to face dimension\, added \"short pattern\" in the V-sheets for class 150 valves and replaced the V-Numbers for 300 class valves.,PCSSME  ,1997-12-4
CAO ,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
CAO ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAO ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CAO ,19980805,ORBIT VALVES                                                                                        ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
CAO ,19990512,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-12
CAO ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CAP ,19970115,PIPE                                                                                                ,Changed SA53 to SA106.,PCSSME  ,1997-1-15
CAP ,19970710,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-7-10
CAP ,19970714,GATE VALVES                                                                                         ,Added Special Note. ,PCSSME  ,1997-7-14
CAP ,19970825,STOP VALVES                                                                                         ,Added continuous and intermittent blowdown valves. ,PCSSME  ,1997-12-2
CAP ,19971014,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAP ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CAP ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CAP ,19990616,GATE VALVES                                                                                         ,Added 1/2\" to 1-1/2\" Class 300 flanged gate valves.,PCSSME  ,1999-6-16
CAW3,19970115,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-15
CAW3,19970129,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSVs with 321SS bellows. Added stress relief requirement to BSV bonnet welds in the V-sheets.,PCSSME  ,1997-1-29
CAW3,19970129,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSVs with 321SS bellows. Added stress relief requirement to BSV bonnet welds in the V-sheets.,PCSSME  ,1997-1-29
CAW3,19970422,BALL VALVES                                                                                         ,Changed temp. limit for 300 Class ball valves to 400F.,PCSSME  ,1997-4-22
CAW3,19970710,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-7-10
CAW3,19971203,BALL VALVES                                                                                         ,Changed wrench operator to round or oval in 2\" and smaller valve sizes.,PCSSME  ,1997-12-3
CAW3,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
CAW3,19971204,BALL VALVES                                                                                         ,To comply with ASME B16.10 short pattern face to face dimension\, added \"short pattern\" in the V-sheets for class 150 valves and replaced the V-Numbers for 300 class valves.,PCSSME  ,1997-12-4
CAW3,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
CAW3,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAW3,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CAW3,19980805,ORBIT VALVES (MAX. 500F)                                                                            ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
CAW3,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
CAW3,19990512,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-12
CAW3,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CAY ,,,,PCSSME  ,1997-9-8
CAY ,19970115,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-15
CAY ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAY ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CE  ,19961217,,1. Changed Instr. Spec. from S-1 to S-4.,PCSSME  ,1996-12-17
CE  ,19971203,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSV's with 321SS bellows. Added stress relief requirement for bonnet welds in the V-sheets.,PCSSME  ,1997-12-3
CE  ,19971203,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSV's with 321SS bellows. Added stress relief requirement for bonnet welds in the V-sheets.,PCSSME  ,1997-12-3
CE  ,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
CE  ,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
CE  ,19971208,GASKETS                                                                                             ,Added JM Clipper Elastagraph or approved substitute. Added Note 169 to spiral wound gasket.,PCSSME  ,1997-12-8
CE  ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CE  ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CFA ,19961217,,1. Changed Instr. Spec. from S-1 to S-4.,PCSSME  ,1996-12-17
CFA ,19971203,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
CFA ,19971203,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
CFA ,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
CFA ,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
CFA ,19971208,GASKETS                                                                                             ,Added JM Clipper Elastagraph or approved substitute. Added Note 169 to spiral wound gasket.,PCSSME  ,1997-12-8
CFA ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CFA ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CH  ,19961217,,1. Changed Instr. Spec. from S-1 to S-4.,PCSSME  ,1996-12-17
CH  ,19970109,PIPE                                                                                                ,Changed seamless stainless steel pipe to welded. Added \"TYPE E\" for the welded galvanized steel pipe. ,PCSSME  ,1997-1-9
CH  ,19970715,CHECK VALVES                                                                                        ,Added Maintenance Note for in kind replacement of Wafer Style check valve.,PCSSME  ,1997-7-15
CH  ,19971203,FITTINGS                                                                                            ,Added Note 167.,PCSSME  ,1997-12-3
CH  ,19980707,PIPE                                                                                                ,Changed stainless steel pipe schedule number from Sch 40S to .250\" nominal wall in sizes 8\" to 12\". Added Note 172. ,PCSSME  ,1998-7-8
CH  ,19980708,FITTINGS                                                                                            ,Changed fitting schedule number to match new .250\" wall pipe. Added Note 173.,PCSSME  ,1998-7-8
CH  ,19980708,ORIFICE FLANGES                                                                                     ,Changed orifice flange schedule number to match new .250\" wall pipe. ,PCSSME  ,1998-8-10
CH  ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CH  ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CJ  ,19970109,PIPE                                                                                                ,Changed seamless stainless steel pipe to welded. ,PCSSME  ,1997-1-9
CJ  ,19970616,GATE VALVES                                                                                         ,Added gate valves with non-stellited seats for liquid service only. Stellite seated gate valves to be used for gas or vapor service only.,PCSSME  ,1997-6-16
CJ  ,19971203,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
CJ  ,19971203,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
CJ  ,19971203,FITTINGS                                                                                            ,Added Note 167.,PCSSME  ,1997-12-3
CJ  ,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
CJ  ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute. ,PCSSME  ,1997-12-8
CJ  ,19980707,PIPE                                                                                                ,Revised pipe schedule number from Sch 40S on pipe sizes 8\" to 12\" and calc wall on pipe sizes 14\" to 18\" to .250\" nominal wall. Added Note 172.,PCSSME  ,1998-7-8
CJ  ,19980708,FITTINGS                                                                                            ,Changed schedule number to .250\" wall in sizes 8\" to 18\" to match new pipe wall. Added Note 173.,PCSSME  ,1998-7-8
CJ  ,19980708,FLANGES                                                                                             ,Changed bore to match new pipe wall.,PCSSME  ,1998-7-8
CJ  ,19980708,ORIFICE FLANGES                                                                                     ,Changed bore to match new pipe wall.,PCSSME  ,1998-7-8
CJ  ,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
CJ  ,19990512,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-12
CJ  ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CJL ,19970109,PIPE                                                                                                ,Changed seamless stainless steel pipe to welded. ,PCSSME  ,1997-1-9
CJL ,19970616,GATE VALVES                                                                                         ,Add gate valves with non-stellited seats for liquid service only. Stellite seated gate valves to be used for gas or vapor service only.,PCSSME  ,1997-6-16
CJL ,19971203,FITTINGS                                                                                            ,Added Note 167.,PCSSME  ,1997-12-3
CJL ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute. ,PCSSME  ,1997-12-8
CJL ,19980708,FITTINGS                                                                                            ,Changed schedule number to .250\" wall in sizes 8\" to 24\" to match new pipe wall. Added Note 173.,PCSSME  ,1998-7-8
CJL ,19980708,FLANGES                                                                                             ,Changed bore to match new pipe wall.,PCSSME  ,1998-7-8
CJL ,19980708,ORIFICE FLANGES                                                                                     ,Changed bore to match new pipe wall.,PCSSME  ,1998-7-8
CJL ,19980708,PIPE                                                                                                ,Changed pipe schedule number to .250\" wall on sizes 8\" to 24\". Added Note 172.,PCSSME  ,1998-7-8
CJL ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CL  ,,,,PCSSME  ,1997-9-8
CL  ,19970109,FITTINGS                                                                                            ,Deleted 2.75% min. Moly content.,PCSSME  ,1997-1-9
CL  ,19970109,FLANGES                                                                                             ,Deleted 2.75% min. Moly content.,PCSSME  ,1997-1-9
CL  ,19970109,ORIFICE FLANGES                                                                                     ,Deleted 2.75% min. Moly content.,PCSSME  ,1997-1-9
CL  ,19970109,PIPE                                                                                                ,Changed seamless stainless steel pipe to welded. Deleted the 2.75% min. Moly content.,PCSSME  ,1997-1-9
CL  ,19970619,GATE VALVES                                                                                         ,Added gate valves with stellited seats for liquid service only. Stellite seated gate valves to be used for gas or vapor service only.,PCSSME  ,1997-6-19
CL  ,19970908,PIPE                                                                                                ,Deleted 2.75% Moly minimum content,PCSSME  ,1997-9-8
CL  ,19971203,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
CL  ,19971203,FITTINGS                                                                                            ,Added Note 167.,PCSSME  ,1997-12-3
CL  ,19971203,PIPE                                                                                                ,Added a Maintenance Note on hot tap of thin wall existing pipe.,PCSSME  ,1997-12-3
CL  ,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
CL  ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute. ,PCSSME  ,1997-12-8
CL  ,19980810,FITTINGS                                                                                            ,Changed fitting schedule number to match new .250\" wall pipe. Added Note 173.\\
,PCSSME  ,1998-8-10
CL  ,19980810,FLANGES                                                                                             ,Changed flange schedule number to match new .250\" wall pipe. ,PCSSME  ,1998-8-10
CL  ,19980810,PIPE                                                                                                ,Changed stainless steel pipe schedule number to .250\" nominal wall in sizes 8\" to 18\". Added Note 172.,PCSSME  ,1998-8-10
CL  ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CNA ,19990514,BALL VALVES                                                                                         ,Added V00842 valve for caustic service.,PCSSME  ,1999-5-14
CSK ,19990609,PLUGS                                                                                               ,Change to pressure relief plugs.,PCSSME  ,1999-6-9
CSP ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CX  ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CY  ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
DA  ,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
DA  ,19970714,BALL VALVES                                                                                         ,Changed 300 flanged valves V-number and  face to face dimension to ASME B16.10 short pattern dimension. Added Maintenance Note B.,PCSSME  ,1997-7-14
DA  ,19970715,CHECK VALVES                                                                                        ,Added Maintenance Note C for in kind replacement of Wafer Style check valve.,PCSSME  ,1997-7-15
DA  ,19971203,BALL VALVES                                                                                         ,Changed wrench operator to round or oval in 2\" and smaller valve sizes.,PCSSME  ,1997-12-3
DA  ,19971203,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
DA  ,19971203,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
DA  ,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
DA  ,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
DA  ,19971204,BALL VALVES                                                                                         ,Replaced 300 class valves V-Numbers to comply with ASME B16.10 short pattern face to face dimension. Added in the Maintenance Note the V-Number to use to replace existing Neles-Jamesbury valves with the proprietary face to face dimension.,PCSSME  ,1997-12-4
DA  ,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
DAC ,19980805,ORBIT VALVES (MAX. 500F)                                                                            ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
DAC ,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
DAC ,19990512,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-12
DAC ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
DAC2,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
DAC2,19970129,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSV's with 321 SS bellows. Added stress relief reuirement to BSV bonnet welds in the V-sheets.,PCSSME  ,1997-1-29
DAC2,19970129,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSV's with 321 SS bellows. Added stress relief requirement to BSV bonnet welds in the V-sheets.,PCSSME  ,1997-1-29
DAC2,19970714,BALL VALVES                                                                                         ,Changed 300 class flanged valves v-numbers anf face to face dimension to ASME B16.10 short pattern dimension.\\
Added Maintenance Note A.,PCSSME  ,1997-7-14
DAC2,19971203,BALL VALVES                                                                                         ,Changed wrench operator to round or oval in 2\" and smaller valve sizes.,PCSSME  ,1997-12-3
DAC2,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
DAC2,19971204,,Revised V-sheets for gate\, globe and check valves to change seat ring materials to either carbon steel or stainless steel with stellite facing.\\
\\
Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
DAC2,19971204,BALL VALVES                                                                                         ,Replaced 300 class valves V-Numbers to comply with ASME B16.10 short pattern face to face dimension. Added in the Maintenance Note the V-Number to use to replace existing Neles-Jamesbury valves with the proprietary face to face dimension.,PCSSME  ,1997-12-4
DAC2,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
DAC2,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute. ,PCSSME  ,1997-12-8
DAC2,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
DAC2,19980805,ORBIT VALVES (MAX. 500F)                                                                            ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
DAC2,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
DAC2,19990512,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-12
DAC2,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
DAC3,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
DAC3,19970128,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSVs with 321SS bellows. Added stress relief requirement to BSV bonnet welds in the V-sheets.,PCSSME  ,1997-1-29
DAC3,19970128,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSVs with 321SS bellows. Added stress relief requirement to BSV bonnet welds in the V-sheets.,PCSSME  ,1997-1-29
DAC3,19970714,BALL VALVES                                                                                         ,Changed class 300 flanged valves v-number and face to face dimension to ASME B16.10 short pattern dimension. \\
Added Maintenance Note B.,PCSSME  ,1997-7-14
DAC3,19971203,BALL VALVES                                                                                         ,Changed wrench operator to round or oval in 2\" and smaller valve sizes.,PCSSME  ,1997-12-3
DAC3,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
DAC3,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
DAC3,19971204,BALL VALVES                                                                                         ,Replaced 300 class valves V-Numbers to comply with ASME B16.10 short pattern face to face dimension. Added in the Maintenance Note the V-Number to use to replace existing Neles-Jamesbury valves with the proprietary face to face dimension.,PCSSME  ,1997-12-4
DAC3,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
DAC3,19971208,GASKETS                                                                                             ,Added JM Clipper Elastagraph or approved substitute. Added Note 169 to spiral wound gasket.,PCSSME  ,1997-12-8
DAC3,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
FAP ,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
FAP ,19971203,STOP VALVES                                                                                         ,Added continuous and intermittent blowdown valves.,PCSSME  ,1997-12-3
FAP ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
FAP ,19981130,CHECK VALVES                                                                                        ,Made all 2\" and larger valves full stellited.,PCSSME  ,1998-11-30
FAP ,19981130,GATE VALVES                                                                                         ,Made all 2\" and larger valves full stellited.,PCSSME  ,1998-11-30
FAP ,19981130,GLOBE VALVES                                                                                        ,Made all 2\" and larger valves full stellited.,PCSSME  ,1998-11-30
FAP ,19990615,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-15
FAT ,19970109,PIPE                                                                                                ,Changed SA53 to SA106.,PCSSME  ,1997-1-9
FAT ,19970714,GATE VALVES                                                                                         ,Added Special Note B.,PCSSME  ,1997-7-14
FAT ,19970715,GATE VALVES                                                                                         ,Added 1/2\" - 1-1/2\" ring type joint gate valves.,PCSSME  ,1997-7-15
FAT ,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
FAT ,19971203,STOP VALVES                                                                                         ,Added continuous and intermittent blowdown valves.,PCSSME  ,1997-12-3
FAT ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
FAT ,19981130,CHECK VALVES                                                                                        ,Made all 2\" and larger valves full stellited.,PCSSME  ,1998-11-30
DAC3,19980805,ORBIT VALVES (MAX. 500F)                                                                            ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
DAC3,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
DAC3,19990513,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-13
DAC3,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
DACN,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
DACN,19970714,BALL VALVES                                                                                         ,Changed class 300 flanged valves v-number and face to face dimension to B16.10 short pattern dimension. Added Maintenance Note A.,PCSSME  ,1997-7-14
DACN,19971203,BALL VALVES                                                                                         ,Changed wrench operator to round or oval in 2\" and smaller valve sizes.,PCSSME  ,1997-12-3
DACN,19971203,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
DACN,19971203,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
DACN,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
DACN,19971204,,Revised V-sheets for gate\, globe and check valves to change seat ring materials to either carbon steel or stainless steel with stellite facing.\\
\\
Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
DACN,19971204,BALL VALVES                                                                                         ,Replaced 300 class valves V-Numbers to comply with ASME B16.10 short pattern face to face dimension. Added in the Maintenance Note the V-Number to use to replace existing Neles-Jamesbury valves with the proprietary face to face dimension.,PCSSME  ,1997-12-4
DACN,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
DACN,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
DACN,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
DACN,19980805,ORBIT VALVES (MAX. 500F)                                                                            ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
DACN,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
DACN,19990513,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-13
DAD ,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
DAD ,19971203,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
DAD ,19971203,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
DAD ,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
DAD ,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
DAD ,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
DAD ,19971208,GASKETS                                                                                             ,Added JM Clipper Elastagraph or approved substitute. Added Note 169 to spiral wound gasket.,PCSSME  ,1997-12-8
DAD ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
DAD ,19980805,ORBIT VALVES                                                                                        ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
DAD ,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
DAD ,19990513,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-13
DAD ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
DAE ,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
DAE ,19971204,,Added special Note C.,PCSSME  ,1997-12-4
DAE ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
DAE ,20020719,PIPE NIPPLES                                                                                        ,Added Alloy 20 pipe nipples for vents & drains.,ASAHIDT ,2002-7-19
DAH ,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
DAH ,19970714,GATE VALVES                                                                                         ,Added Special Note.,PCSSME  ,1997-7-14
DAH ,19971202,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-2
DAH ,19971202,GASKETS                                                                                             ,Added JM Clipper Elastagraph. Added Note 169 to spiral wound gasket.,PCSSME  ,1997-12-2
DAH ,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
DAH ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
DAH ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
DAI ,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106. Added \"TYPE E\" to welded galvanized steel pipe.,PCSSME  ,1997-1-9
DAI ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
DAJ ,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106. Added \"TYPE E\" to welded galvanized steel pipe.,PCSSME  ,1997-1-9
DAJ ,19970116,GASKETS                                                                                             ,Deleted the words \"(For CP only)\" on flexible graphite gasket description.,PCSSME  ,1997-1-16
DAJ ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
DAP ,19970109,PIPE                                                                                                ,Changed SA53 to SA106. ,PCSSME  ,1997-1-9
DAP ,19970714,GATE VALVES                                                                                         ,Added Special Note.,PCSSME  ,1997-7-14
DAP ,19970908,STOP VALVES                                                                                         ,Added continuous and intermittent blowdown valves.  ,PCSSME  ,1997-12-2
DAP ,19971202,FITTINGS                                                                                            ,Added Note 169.,PCSSME  ,1997-12-2
DAP ,19971202,GASKETS                                                                                             ,Added JM Clipper Elastagraph. Added Note 169 to spiral wound gasket.,PCSSME  ,1997-12-2
DAP ,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
DAP ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
DAP ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
DAW3,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
DAW3,19970129,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSVs with 321SS bellows. Added stress relief requirement to BSV bonnet welds in the V-sheets.,PCSSME  ,1997-1-29
DAW3,19970129,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSVs with 321SS bellows. Added stress relief requirement to BSV bonnet welds in the V-sheets.,PCSSME  ,1997-1-29
DAW3,19970714,BALL VALVES                                                                                         ,Changed class 300 flanged valves v-number and face to face dimension to ASME B16.10 short pattern dimension.\\
Added Maintenance Note B.,PCSSME  ,1997-7-14
