Class_Code,Rev_Date,Piping_Comp_Name,Rev_Desc,Last_Updt_Id,Last_Updt_Date
CAL ,20071011,PLUGS                                                                                               ,Added: CUT PER WESTBROOK MANUFACTURING DWG. #030601-4.,LOOMT0  ,2007-10-11
CAL ,20071025,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG LA-0100-16 ' to: 'Z ' , Changed from: 'Z - 37' to: 'FLANGED THERMOWELL NOZZLE INSTALLATION DETAIL - SEE DRW. LA-0100-16 ' ",HEDSTX  ,2007-10-25
CAL ,20090128,ELECTRICAL ISOLATION KIT                                                                            ,Added component and reference to General Notes.,MARTD6  ,2009-1-28
CAL ,20090210,,Added following Special Note: 1.  ALL LINES ROUTED ARE COMMENDED TO BE LOCATED 10 FEET OR MORE FROM POTABLE WATER LINES. DEPT. OF HEALTH REQUIREMENTS MUST BE FOLLOWED IF SPACING IS LESS THAN 5 FEET. ,LOOMT0  ,2009-2-10
CAL ,20090211,FLANGES                                                                                             ,added note #494,LOOMT0  ,2009-2-11
CAL ,20090409,PIPE                                                                                                ,Added COAT & WRAP UNDERGROUND for all pipe descriptions.,MARTD6  ,2009-4-9
CALC,19970115,PIPE                                                                                                ,"Added ""TYPE E"" to galvanized steel pipe.",PCSSME  ,1997-1-15
CALC,19970715,CHECK VALVES                                                                                        ,Added Maintenance Note for in kind replacement of Wafer Style check valve.,PCSSME  ,1997-7-15
CALC,19971203,PIPE                                                                                                ,Added Special Note.,PCSSME  ,1997-12-3
CALC,19980810,,Added that Special Note that potable water piping shall be sanitized before placing it in service.,PCSSME  ,1998-8-10
CALC,19990614,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-14
CALC,20071002,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202 ' to: 'SEE DWG LA-0100-16 ' ",HEDSTX  ,2007-10-2
CALC,20071025,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG LA-0100-16 ' to: 'Z ' , Changed from: 'Z - 37' to: 'FLANGED THERMOWELL NOZZLE INSTALLATION DETAIL - SEE DRW. LA-0100-16 ' ",HEDSTX  ,2007-10-25
CALC,20080211,GASKETS                                                                                             ,ADDED REFERENCE TO LINE CLASS NOTE #28,MARTD6  ,2008-2-11
CALC,20080905,,"Added following special note: C.  THIS SPEC HAS BEE REPLACED BY CLASS CLB FOR ABOVE GROUND, AND CLASS BW1 FOR BELOW GROUND.  CLASS CALC IS TO BE USED FOR LOCAL REPAIRS ONLY.  ",LOOMT0  ,2008-9-5
CALC,20080929,,"changed Special Notes to read as follows: A. THIS SPEC HAS BEEN REPLACED BY CLASS CLB FOR ABOVE GROUND, AND CLASS BW1 FOR BELOW GROUND. CLASS CALC IS TO BE USED FOR LOCAL REPAIRS ONLY, WHERE REPAIRS USING CLASS CLB ARE NOT PRACTICAL. ALL NEW SECTIONS OF REPAIRED PIPE TO BE NSF-61 CERTIFIED (EXCLUDING FITTINGS, VALVES, AND GASKETS).   B. PVC PIPE IN LINE CLASS BV MAY BE USED IN LIEU OF CEMENT LINED PIPE IN SIZES 4"" TO 6"", IF APPROVED BY REFINERY ENGINEERING, IN CONSIDERATION OF:  1) MECHANICAL DAMAGE 2) ABILITY TO BE ISOLATED 3) BURIAL DEPTH 4) U-V RAYS PROTECTION  C. POTABLE WATER PIPING SHALL BE SANITIZED BEFORE PLACING IT IN SERVICE.  ",LOOMT0  ,2008-9-29
CALC,20080929,PIPE                                                                                                ,"Added Note #490 to - WELDED GALVANIZED STEEL ASTM A53 GR B, TYPE E",LOOMT0  ,2008-9-29
CALC,20090128,ELECTRICAL ISOLATION KIT                                                                            ,Added component and reference to General Notes.,MARTD6  ,2009-1-28
CALC,20090210,,"Added following Main Notes: 1.  ONLY THE FOLLOWING MAINTENANCE ITEMS PERMITTED.    A.  INSTALLATION OF VALVES, FITTINGS, AND METERS, INCLUDING BACKFLOW PREVENTION ASSEMBLIES.      B.  REPAIR OF A SYSTEM COMPONENT OR REPLACEMENT WITH A COMPONENT OF A SIMILAR CAPACITY AND MATERIAL IN ACCORDANCE WITH THE ORIGINAL CONSTRUCTION SPECIFICATIONS OF THE APPROVED DESIGN.  FOR THE PURPOSES OF REPLACING EXISTING PIPE, SIMILAR CAPACITY INCLUDES ONE STANDARD PIPE SIZE LARGER.      C. MAINTENANCE OR PAINTING OF SURFACES NOT CONTACTING POTABLE WATER.      D.  CONTACT MAINTENANCE RELIABILITY FOR OTHER REPAIRS. ",LOOMT0  ,2009-2-10
CALC,20090213,FLANGES (U/G)                                                                                       ,Added the following note to:  SLIP-ON #494,LOOMT0  ,2009-2-13
CALC,20090409,PIPE                                                                                                ,"Added COAT & WRAP UNDERGROUND to description for 1/2"" to 3"" pipe.",MARTD6  ,2009-4-9
CALW,19970115,PIPE                                                                                                ,"Added ""TYPE E"" to galvanized steel pipe.",PCSSME  ,1997-1-15
CALW,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CALW,19990615,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-15
CALW,20021017,GASKETS                                                                                             ,"REMOVED ASBESTOS ENTRY FROM GASKET. R.F.  ADDED LAMON'S VENDOR REFERENCE. R.F.",COBBS2  ,2002-10-17
CALW,20071002,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202 CLASS CALW ' to: 'SEE DWG LA-0100-16 ' ",HEDSTX  ,2007-10-2
CALW,20071025,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG LA-0100-16 ' to: 'Z ' , Changed from: 'Z - 37' to: 'FLANGED THERMOWELL NOZZLE INSTALLATION DETAIL - SEE DRW. LA-0100-16 ' ",HEDSTX  ,2007-10-25
CALW,20080211,GASKETS                                                                                             ,ADDED LINE CLASS NOTES #72 & #73,MARTD6  ,2008-2-11
CALW,20090128,ELECTRICAL ISOLATION KIT                                                                            ,Added component and reference to General Notes.,MARTD6  ,2009-1-28
CALW,20090212,,"Deleted ""POTABLE WATER"" from pipe description Added following Special Note: A.  USE CLB OR CALC WITH NS F-61 REQUIREMENTS FOR REPAIRS TO POTABLE WATER LINES ORGINALLY BUILT TO CALW,",LOOMT0  ,2009-2-12
CAM ,19970115,PIPE                                                                                                ,"Changed A53 and API 5L to A106. Added ""TYPE E"" to galvanized steel pipe.",PCSSME  ,1997-1-15
CAM ,19970710,FITTINGS                                                                                            ,Added Note 164.,PCSSME  ,1997-7-10
CAM ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAM ,19990615,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-15
CAM ,20021017,GASKETS                                                                                             ,"REMOVED ASBESTOS ENTRY FROM GASKET. R.F.  ADDED LAMON'S VENDOR REFERENCE. R.F.",COBBS2  ,2002-10-17
CAM ,20071002,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202 ' to: 'SEE DWG LA-0100-16 ' ",HEDSTX  ,2007-10-2
CAM ,20071025,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG LA-0100-16 ' to: 'Z ' , Changed from: 'Z - 37' to: 'FLANGED THERMOWELL NOZZLE INSTALLATION DETAIL - SEE DRW. LA-0100-16 ' ",HEDSTX  ,2007-10-25
CAM ,20080305,FIRE HYDRANT                                                                                        ,"Updated reference drawing number to LD-00-0100-73 from LD-0100-73, and deleted (C.P. ONLY) from description.",MARTD6  ,2009-1-20
CAM ,20090128,ELECTRICAL ISOLATION KIT                                                                            ,Added component and reference to General Notes.,MARTD6  ,2009-1-28
CAM ,20090210,,Added following Special Note: B.  ALL LINES ROUTED ARE COMMENDED TO BE LOCATED 10 FEET OR MORE FROM POTABLE WATER LINES. DEPT. OF HEALTH REQUIREMENTS MUST BE FOLLOWED IF SPACING IS LESS THAN 5 FEET. ,LOOMT0  ,2009-2-10
CAM ,20090211,FLANGES                                                                                             ,added note #494,LOOMT0  ,2009-2-11
CAN ,19970115,PIPE                                                                                                ,"Changed A53 and API 5L to A106. Added ""TYPE E"" to galvanized steel pipe.",PCSSME  ,1997-1-15
CAN ,19970710,FITTINGS                                                                                            ,Added Note 164.,PCSSME  ,1997-7-10
CAN ,19970715,CHECK VALVES                                                                                        ,Added Maintenance Note for in kind replacement of Wafer Style check valve.,PCSSME  ,1997-7-15
CAN ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAN ,19980706,PIPE                                                                                                ,Added Note 170 to allow welded (ERW) pipe to be substituted for seamless pipe.,PCSSME  ,1998-7-7
CAN ,19990615,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-15
CAN ,20021017,GASKETS                                                                                             ,"REMOVED ASBESTOS ENTRY FROM GASKET. R.F.  ADDED LAMON'S VENDOR REFERENCE. R.F.",COBBS2  ,2002-10-17
CAN ,20041208,ORIFICE FLANGES                                                                                     ,Removed Jack Screws from the description,FLORJR  ,2004-12-8
CAN ,20071002,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202 ' to: 'SEE DWG LA-0100-16 ' ",HEDSTX  ,2007-10-2
CAN ,20071011,PLUGS                                                                                               ,Added: CUT PER WESTBROOK MANUFACTURING DWG. #030601-4.,LOOMT0  ,2007-10-11
CAN ,20071025,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG LA-0100-16 ' to: 'Z ' , Changed from: 'Z - 37' to: 'FLANGED THERMOWELL NOZZLE INSTALLATION DETAIL - SEE DRW. LA-0100-16 ' ",HEDSTX  ,2007-10-25
CAO ,19970115,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-15
CAO ,19970422,BALL VALVES                                                                                         ,Changed temp. limit for 300 Class ball valves to 400F.,PCSSME  ,1997-4-22
CAO ,19970710,FITTINGS                                                                                            ,Added note 164 to the seamless fittings. Added RT or UT requirements to the welded fittings.,PCSSME  ,1997-7-10
CAO ,19970715,CHECK VALVES                                                                                        ,Added Maintenance Note B for in kind replacement of Wafer Style check valve.,PCSSME  ,1997-7-15
CAO ,19971203,BALL VALVES                                                                                         ,"Changed wrench operator to round or oval in 2"" and smaller valve sizes.",PCSSME  ,1997-12-3
CAO ,19971204,BALL VALVES                                                                                         ,"In compliance with ASME B16.10 short pattern face to face dimension, added ""short pattern"" in the V-sheets for class 150 valves and replaced the V-Numbers for 300 class valves.",PCSSME  ,1997-12-4
CAO ,19971204,GATE VALVES                                                                                         ,"Added a Special Note that gate valves 2"" and smaller are considered tight shut off.",PCSSME  ,1997-12-4
CAO ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAO ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CAO ,19980805,ORBIT VALVES                                                                                        ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
CAO ,19990512,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-12
CAO ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CAO ,20021017,GASKETS                                                                                             ,"REMOVED ASBESTOS ENTRY FROM GASKET. R.F.  ADDED LAMON'S VENDOR REFERENCE. R.F.",COBBS2  ,2002-10-17
CAO ,20041208,ORIFICE FLANGES                                                                                     ,Removed Jack Screws from the description,FLORJR  ,2004-12-8
CAO ,20071002,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202 ' to: 'SEE DWG LA-0100-16 ' ",HEDSTX  ,2007-10-2
CAO ,20071010,GATE VALVES                                                                                         ,DELETED EXT BODY VALVES,LOOMT0  ,2007-10-10
CAO ,20071011,PLUGS                                                                                               ,"Added to 1/2"" - 1-1/2"": CUT PER WESTBROOK MANUFACTURING DWG. #030601-4.",LOOMT0  ,2007-10-11
CAO ,20071018,GAUGE VALVES (FOR C.P. ONLY)                                                                        ,"Replaced- 4000#-6000# MALE SOCKETWELD END With- 6980 PSIG, MALE THREADED END  3/4"" - changed description to: STAINLESS STEEL, 1/2"" FNPT SIDE OUTLET, INTERGRAL BLEED VALVE  Replaced- V60800 with V060811 ",LOOMT0  ,2007-10-18
CAO ,20071024,GATE VALVES                                                                                         ,"1/2""-1-1/2"" SOCKETWELD/SCREWED API 602, V08010: Changed note from 174 to 5",LOOMT0  ,2007-10-24
CAO ,20071025,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG LA-0100-16 ' to: 'Z ' , Changed from: 'Z - 37' to: 'FLANGED THERMOWELL NOZZLE INSTALLATION DETAIL - SEE DRW. LA-0100-16 ' ",HEDSTX  ,2007-10-25
CAO ,20090211,FLANGES                                                                                             ,added note #493,LOOMT0  ,2009-2-11
CAP ,19970115,PIPE                                                                                                ,Changed SA53 to SA106.,PCSSME  ,1997-1-15
CAP ,19970710,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-7-10
CAP ,19970714,GATE VALVES                                                                                         ,Added Special Note. ,PCSSME  ,1997-7-14
CAP ,19970825,STOP VALVES                                                                                         ,Added continuous and intermittent blowdown valves. ,PCSSME  ,1997-12-2
CAQ ,20071002,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202 ' to: 'SEE DWG LA-0100-16 ' ",HEDSTX  ,2007-10-2
CAQ ,20071011,PLUGS                                                                                               ,"Added to 1/2"" - 1-1/2"":  CUT PER WESTBROOK MANUFACTURING DWG. #030601-4.",LOOMT0  ,2007-10-11
CAQ ,20071025,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG LA-0100-16 ' to: 'Z ' , Changed from: 'Z - 37' to: 'FLANGED THERMOWELL NOZZLE INSTALLATION DETAIL - SEE DRW. LA-0100-16 ' ",HEDSTX  ,2007-10-25
CAQ ,20090211,FLANGES                                                                                             ,added note #493,LOOMT0  ,2009-2-11
CAW3,19970115,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-15
CAW3,19970129,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSVs with 321SS bellows. Added stress relief requirement to BSV bonnet welds in the V-sheets.,PCSSME  ,1997-1-29
CAW3,19970129,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSVs with 321SS bellows. Added stress relief requirement to BSV bonnet welds in the V-sheets.,PCSSME  ,1997-1-29
CAW3,19970422,BALL VALVES                                                                                         ,Changed temp. limit for 300 Class ball valves to 400F.,PCSSME  ,1997-4-22
CAW3,19970710,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-7-10
CAW3,19971203,BALL VALVES                                                                                         ,"Changed wrench operator to round or oval in 2"" and smaller valve sizes.",PCSSME  ,1997-12-3
CAW3,19971204,,"Made all BSV's full stellited, from half stellited, to match manufacturers' standard.",PCSSME  ,1997-12-4
CAW3,19971204,BALL VALVES                                                                                         ,"To comply with ASME B16.10 short pattern face to face dimension, added ""short pattern"" in the V-sheets for class 150 valves and replaced the V-Numbers for 300 class valves.",PCSSME  ,1997-12-4
CAW3,19971204,GATE VALVES                                                                                         ,"Added a Special Note that gate valves 2"" and smaller are considered tight shut off.",PCSSME  ,1997-12-4
CAW3,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAW3,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CAW3,19980805,ORBIT VALVES (MAX. 500F)                                                                            ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
CAW3,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
CAW3,19990512,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-12
CAW3,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CAW3,20021017,GASKETS                                                                                             ,"REMOVED ASBESTOS ENTRY FROM GASKET. R.F.  ADDED LAMON'S VENDOR REFERENCE. R.F.",COBBS2  ,2002-10-17
CAW3,20071002,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202 ' to: 'SEE DWG LA-0100-16 ' ",HEDSTX  ,2007-10-2
CAW3,20071010,GATE VALVES                                                                                         ,DELETED EXT BODY VALVES,LOOMT0  ,2007-10-10
CAW3,20071011,PLUGS                                                                                               ,"Added to 1/2"" - 1-1/2"": CUT PER WESTBROOK MANUFACTURING DWG. #030601-4.",LOOMT0  ,2007-10-11
CAW3,20071018,GAUGE VALVES (FOR C.P. ONLY)                                                                        ,"Replaced- 4000#-6000# MALE SOCKETWELD END With- 6980 PSIG, MALE THREADED END  3/4"" - changed description to: STAINLESS STEEL, 1/2"" FNPT SIDE OUTLET, INTERGRAL BLEED VALVE  Replaced- V60800 with V060811 ",LOOMT0  ,2007-10-18
CAW3,20071025,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG LA-0100-16 ' to: 'Z ' , Changed from: 'Z - 37' to: 'FLANGED THERMOWELL NOZZLE INSTALLATION DETAIL - SEE DRW. LA-0100-16 ' ",HEDSTX  ,2007-10-25
CAW3,20071107,,"ADDED SPECIAL NEW NOTE E.  METAL THAT HAS BEEN EXPOSED TO CAUSTIC OR AMINE SERVICE MUST BE NEUTRALIZED PRIOR TO WELDING.  THE METAL SHALL BE THOROUGHLY RINSED WITH WATER AND THEN NEUTRALIZED WITH AMPLE AMOUNTS OF UNDILUTED VINEGAR.  ALLOW FOR THE SOLUTION TO REACT FOR APPROXIMATELY 5 MINUTES AND THEN RINSE AGAIN WITH WATER.  VERIFY NEUTRALIZATION USING LITMUS PAPER AND REPEAT IF NECESSARY.  ONCE NEUTRALIZED, DRY THE AREA AND PROCEED WITH WELDING.",LOOMT0  ,2007-11-7
CAW3,20090211,FLANGES                                                                                             ,ADDED NOTE #493 & #494,LOOMT0  ,2009-2-11
CAX ,20071010,,"CREATED NEW CLASS ""CAX"" WITH UPDATED COMPONENTS AND APPROPRIATE CODES/NOTES.",LOOMT0  ,2007-10-10
CAX ,20071011,FLANGES                                                                                             ,"CLASS 150 STEEL RAISED FACE ASTM A105 ASME B16.47, SERIES (changed from B to A)",LOOMT0  ,2007-10-11
CAX ,20071011,GAUGE VALVES (FOR C.P. ONLY)                                                                        ,"Changed description: 6980 PSIG, MALE THREADED END 3/4""   STAINLESS STEEL, 1/2"" FNPT SIDE OUTLET, INTEGRAL BLEED VALVE Changed:Code to #V60811 ",LOOMT0  ,2007-10-11
CAX ,20071025,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG LA-0100-16 ' to: 'Z ' , Changed from: 'Z - 37' to: 'FLANGED THERMOWELL NOZZLE INSTALLATION DETAIL - SEE DRW. LA-0100-16 ' ",HEDSTX  ,2007-10-25
CAX ,20071030,,Updated - Instr. Spec. S-1 (per Rudy),LOOMT0  ,2007-10-30
CAX ,20080114,,"Increased minimum pipe size to 1"" except for vents & orifice taps. Deleted threaded gate valve V08006. Added Special Note B about limitations on service temperature above 750F.",MARTD6  ,2009-1-20
CAY ,,,,PCSSME  ,1997-9-8
CAY ,19970115,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-15
CAY ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAY ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CAY ,20021017,GASKETS                                                                                             ,"REMOVED ASBESTOS ENTRY FROM GASKET. R.F.  ADDED LAMON'S VENDOR REFERENCE. R.F.",COBBS2  ,2002-10-17
CAY ,20071011,PLUGS                                                                                               ,"Added to 1/2"" - 1-1/2"":  CUT PER WESTBROOK MANUFACTURING DWG. #030601-4.",LOOMT0  ,2007-10-11
CAY ,20071112,PIPE                                                                                                ,"FOR 2""x3"" PIPE, REVISED SCH 40 INNER PIPE TO SCH 80.",MARTD6  ,2007-11-12
CAY ,20071213,,ADDED SPECIAL & MAINTENANCE NOTES ABOUT LIMITED PRESSURE RATING & TEST PRESSURES FOR CORE PIPE EXTERNAL PRESSURE & JACKET INTERNAL PRESSURE.,MARTD6  ,2007-12-13
CAY ,20080507,PIPE                                                                                                ,"Corrected jacket size from 10"" to 8"" for 6"" core pipe size.",MARTD6  ,2008-5-7
CAY ,20081106,,SPECIAL NOTES-added the following verbiage to Note B: STEAM SUPPLY IS 50# OR 70# STEAM.  SEE P&ID FOR VERIFICATION.,LOOMT0  ,2008-11-6
CAY ,20081106,TUBE FITTINGS                                                                                       ,TUBE FITTINGS - Deleted: SWAGELOK (LAR ONLY) ,LOOMT0  ,2008-11-6
CAY ,20090211,FLANGES                                                                                             ,ADDED NOTE #494,LOOMT0  ,2009-2-11
CE  ,19961217,,1. Changed Instr. Spec. from S-1 to S-4.,PCSSME  ,1996-12-17
CE  ,19971203,BELLOWS- SEAL GATE VALVES                                                                           ,"Added BSV's with 321SS bellows. Added stress relief requirement for bonnet welds in the V-sheets.",PCSSME  ,1997-12-3
CE  ,19971203,BELLOWS- SEAL GLOBE VALVES                                                                          ,"Added BSV's with 321SS bellows. Added stress relief requirement for bonnet welds in the V-sheets.",PCSSME  ,1997-12-3
CE  ,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
CE  ,19971204,,"Made all BSV's full stellited, from half stellited, to match manufacturers' standard.",PCSSME  ,1997-12-4
CE  ,19971208,GASKETS                                                                                             ,Added JM Clipper Elastagraph or approved substitute. Added Note 169 to spiral wound gasket.,PCSSME  ,1997-12-8
CE  ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CE  ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CE  ,20041208,ORIFICE FLANGES                                                                                     ,Removed Jack Screws from the description,THOM1J  ,2004-12-8
CE  ,20071002,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202 ' to: 'SEE DWG LA-0100-16 ' ",HEDSTX  ,2007-10-2
CE  ,20071010,GATE VALVES                                                                                         ,DELETED EXT BODY VALVES,LOOMT0  ,2007-10-10
CE  ,20071011,PLUGS                                                                                               ,"Added to 1/2""- 1-1/2"":  CUT PER WESTBROOK MANUFACTURING DWG. #030601-4.",LOOMT0  ,2007-10-11
CE  ,20071025,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG LA-0100-16 ' to: 'Z ' , Changed from: 'Z - 37' to: 'FLANGED THERMOWELL NOZZLE INSTALLATION DETAIL - SEE DRW. LA-0100-16 ' ",HEDSTX  ,2007-10-25
CE  ,20071101,GATE VALVES                                                                                         ,"1/2"" - 1-1/2"" SOCKET WELD/SCREWED Changed note 174 to 5",LOOMT0  ,2007-11-1
CE  ,20071101,GAUGE VALVES (FOR C.P. ONLY)                                                                        ,"Replaced - 6000# MALE SOCKETWELD END with- 6980 PSIG, MALE THREADED END 3/4""- changed description to:  STAINLESS STEEL, 1/2"" FNPT SIDE OUTLET, INTEGRAL BLEED VALVE Replaced - V60820 with V608011",LOOMT0  ,2007-11-1
CE  ,20090211,FLANGES                                                                                             ,ADDED NOTE #493,LOOMT0  ,2009-2-11
CFA ,19961217,,1. Changed Instr. Spec. from S-1 to S-4.,PCSSME  ,1996-12-17
CFA ,19971203,BELLOWS- SEAL GATE VALVES                                                                           ,"Added BSV's with 321SS bellows.",PCSSME  ,1997-12-3
CFA ,19971203,BELLOWS- SEAL GLOBE VALVES                                                                          ,"Added BSV's with 321SS bellows.",PCSSME  ,1997-12-3
CFA ,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
CFA ,19971204,,"Made all BSV's full stellited, from half stellited, to match manufacturers' standard.",PCSSME  ,1997-12-4
CFA ,19971208,GASKETS                                                                                             ,Added JM Clipper Elastagraph or approved substitute. Added Note 169 to spiral wound gasket.,PCSSME  ,1997-12-8
CFA ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CFA ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CFA ,20021017,GASKETS                                                                                             ,"ADDED NOTE 169 IN COMMENTS. R.F.  ADDED LAMON'S VENDOR REFERENCE. R.F.",COBBS2  ,2002-10-17
CFA ,20041208,ORIFICE FLANGES                                                                                     ,Removed the Jack Screw from description.,THOM1J  ,2004-12-8
CFA ,20071002,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202 ' to: 'SEE DWG LA-0100-16 ' ",HEDSTX  ,2007-10-2
CFA ,20071010,GATE VALVES                                                                                         ,DELETED EXT BODY VALVES,LOOMT0  ,2007-10-10
CFA ,20071011,PLUGS                                                                                               ,"Added to 1/2"" - 1-1/2"": CUT PER WESTBROOK MANUFACTURING DWG. #030601-4.",LOOMT0  ,2007-10-11
CFA ,20071025,TEMP CONN                                                                                           ,"Changed from: 'SEE DWG LA-0100-16 ' to: 'Z ' , Changed from: 'Z - 37' to: 'FLANGED THERMOWELL NOZZLE INSTALLATION DETAIL - SEE DRW. LA-0100-16 ' ",HEDSTX  ,2007-10-25
CFA ,20071101,GATE VALVES                                                                                         ,"1/2"" - 1-1/2"" SOCKET WELD/SCREWED Changed note 174 to 5",LOOMT0  ,2007-11-1
CFA ,20071101,GAUGE VALVES (FOR C.P. ONLY)                                                                        ,"Replaced - 6000# MALE SOCKETWELD END with- 6980 PSIG, MALE THREADED END 3/4""- changed description to:  STAINLESS STEEL, 1/2"" FNPT SIDE OUTLET, INTEGRAL BLEED VALVE Replaced - V60820 with V608011",LOOMT0  ,2007-11-1
CFA ,20090211,FLANGES                                                                                             ,ADDED NOTE #493,LOOMT0  ,2009-2-11
CH  ,19961217,,1. Changed Instr. Spec. from S-1 to S-4.,PCSSME  ,1996-12-17
CH  ,19970109,PIPE                                                                                                ,"Changed seamless stainless steel pipe to welded. Added ""TYPE E"" for the welded galvanized steel pipe. ",PCSSME  ,1997-1-9
CH  ,19970715,CHECK VALVES                                                                                        ,Added Maintenance Note for in kind replacement of Wafer Style check valve.,PCSSME  ,1997-7-15
CH  ,19971203,FITTINGS                                                                                            ,Added Note 167.,PCSSME  ,1997-12-3
CH  ,19980707,PIPE                                                                                                ,"Changed stainless steel pipe schedule number from Sch 40S to .250"" nominal wall in sizes 8"" to 12"". Added Note 172. ",PCSSME  ,1998-7-8
CH  ,19980708,FITTINGS                                                                                            ,"Changed fitting schedule number to match new .250"" wall pipe. Added Note 173.",PCSSME  ,1998-7-8
CH  ,19980708,ORIFICE FLANGES                                                                                     ,"Changed orifice flange schedule number to match new .250"" wall pipe. ",PCSSME  ,1998-8-10
CH  ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CH  ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CH  ,20021017,GASKETS                                                                                             ,"REMOVED ASBESTOS ENTRY FROM GASKET. R.F.  ADDED ""AND CENTERING RINGS"" COMMENT. R.F.  ADDED NOTE 169 IN COMMENTS. R.F.",COBBS2  ,2002-10-17
CH  ,20041208,ORIFICE FLANGES                                                                                     ,Removed the Jack Screw from description.,THOM1J  ,2004-12-8
