Valve_No,Valve_Note,Valve_Manuf_Remarks,Last_Updt_Id,Last_Updt_Date
V03483,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND MATERIALS.  2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V03485,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND MATERIALS.    2. VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",,MARTD6  ,2007-12-3
V03486,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND MATERIALS.    2. VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.  3. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V03487,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND MATERIALS.    2. VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",,PCSSME  ,1998-12-30
V03488,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND MATERIALS.    2. VALVES SHALL COMPLY WITH NACE MR-01-75, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS. NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.  3. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V03490,1. ALL VALVE MATERIALS SHALL MEET ASME REQUIREMENTS.  2. VALVE COMPONENT DESCRIPTION TAKEN FROM VALVE NO. V03400 WITH MATERIALS LISTED MODIFIED TO ASME DESIGNATIONS., ,THOM1J  ,2005-1-26
V03491,1. ALL VALVE MATERIALS SHALL MEET ASME REQUIREMENTS.  2. VALVE COMPONENT DESCRIPTION TAKEN FROM VALVE NO. V03410 WITH MATERIALS LISTED MODIFIED TO ASME DESIGNATIONS., ,THOM1J  ,2005-1-27
V03500,"1. VISUALLY EXAMINE CASTINGS PER MSS SP-55.  2. LIQUID PENETRANT EXAMINE EXTERIOR & ACCESSIBLE INTERIOR SURFACES OF BODY & BONNET BEFORE VALVE ASSEMBLY PER S3 OF ASTM A744. MAX. SIZE OF SURFACE INDICATION: LINEAR INDICATION, 1/16""; NONLINEAR INDICATION, 3/32""; FOUR OR MORE ROUNDED INDICATIONS IN A LINE SEPARATED BY 1/16"" OR LESS, EDGE TO EDGE.  3. RADIOGRAPHICALLY EXAMINE CRITICAL AREAS (AS DEFINED BY ASME B16.34) OF BODY & BONNET PER S2 OF ASTM A744. MAX. ACCEPTABLE SEVERITY LEVELS: GAS POROSITY, 2; SAND & SLAG INCLUSION, 3; SHRINKAGE (FOUR TYPES), 2. CRACK, HOT TEAR, AND INSERT, ARE NOT ALLOWED.  4. FURNISH CERTIFIED MATERIAL TEST REPORT.  5. SURFACE CARBON ANALYSIS MAY BE OMITTED IF CHROMITE SAND IS USED IN PROCESS.", ,COBBS2  ,2002-11-12
V03501,,DISCONTINUED,,
V03502,None,,PCSSME  ,1999-4-22
V03503,EXAMINATION PER ANNEX E MAY BE SUBSTITUTED FOR RT FOR FORGINGS.,,PCSSME  ,1999-4-22
V03508,,DISCONTINUED,,
V03511,"VALVE SHALL BE PREPARED AND SHIPPED FOR ""OXYGEN SERVICE"".",,COBBS2  ,2002-11-13
V03512,None,,COBBS2  ,2002-8-1
V03513,,,PCSSME  ,1998-12-30
V03514,,,PCSSME  ,1999-7-13
V03522,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",,MARTD6  ,2007-12-3
V03523,,,PCS41CR ,1997-7-30
V03524,ALL CASTINGS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10 (FN). DEPOSITED WELD METAL FOR ALL WELDS IN CAST MATERIALS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10.  ,,PCSSME  ,1999-7-23
V03527,ALL CASTINGS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10 (FN). DEPOSITED WELD METAL FOR ALL WELDS IN CAST MATERIALS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10.  ,,PCSSME  ,1999-7-23
V03530,None,,PCS41CR ,1997-8-26
V03531,,(1) CLASS 800,PCSSME  ,1999-5-4
V03545,,,PCSSME  ,1999-7-9
V03546,,,PCSSME  ,1999-4-22
V03547,,,PCSSME  ,1999-4-22
V03548,,,PCSSME  ,1999-4-22
V03549,,,PCSSME  ,1999-4-22
V03550,,,PCSSME  ,1999-4-22
V03551,SPECIFY PIPE BORE WHEN ORDERING THIS VALVE,,PCSSME  ,1999-7-9
V03552,,,PCSSME  ,1999-4-22
V03553,SPECIFY PIPE BORE WHEN ORDERING THIS VALVE.,,PCSSME  ,1999-7-9
V03554,,,PCSSME  ,1999-4-22
V03555,,,PCSSME  ,1999-4-22
V03556,,,PCSSME  ,1999-4-22
V03557,,,PCSSME  ,1999-4-22
V03558,,,PCSSME  ,1999-4-22
V03559,,,PCSSME  ,1999-4-22
V03585,1. ALL VALVE MATERIALS SHALL MEET ASME REQUIREMENTS.  2. VALVE COMPONENT DESCRIPTION TAKEN FROM VALVE NO. V03510 WITH MATERIALS LISTED MODIFIED TO ASME DESIGNATIONS., ,THOM1J  ,2005-1-27
V03586,1. ALL VALVE MATERIALS SHALL MEET ASME REQUIREMENTS.  2. VALVE COMPONENT DESCRIPTION TAKEN FROM VALVE NO. V03520 WITH MATERIALS LISTED MODIFIED TO ASME DESIGNATIONS., ,THOM1J  ,2005-2-7
V03610,None,,PCSSME  ,1998-12-30
V03700,,EXISTING AT C.P.,,
V03701,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",EXISTING AT C.P.,MARTD6  ,2007-12-3
V03702,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",,MARTD6  ,2007-12-3
V03703,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",EXISTING AT C.P.,MARTD6  ,2007-12-3
V03704,"1. VISUALLY EXAMINE CASTINGS PER MSS SP-55.  2. LIQUID PENETRANT EXAMINE EXTERIOR & ACCESSIBLE INTERIOR SURFACES OF BODY & BONNET BEFORE VALVE ASSEMBLY PER S3 OF ASTM A744. MAX. SIZE OF SURFACE INDICATION: LINEAR INDICATION, 1/16""; NONLINEAR INDICATION, 3/32""; FOUR OR MORE ROUNDED  INDICATIONS IN A LINE SEPARATED BY 1/16"" OR LESS, EDGE TO EDGE.  3. RADIOGRAPHICALLY EXAMINE CRITICAL AREAS (AS DEFINED BY ASME B16.34) OF BODY & BONNET PER S2 OF ASTM A744. MAX. ACCEPTABLE SEVERITY LEVELS: GAS POROSITY, 2; SAND & SLAG INCLUSION, 3; SHRINKAGE (FOUR TYPES), 2. CRACK, HOT TEAR, AND INSERT, ARE NOT ALLOWED.  4. FURNISH CERTIFIED MATERIAL TEST REPORT.  5. SURFACE CARBON ANALYSIS MAY BE OMITTED IF CHROMITE SAND IS USED IN PROCESS.",,COBBS2  ,2002-11-12
V03708,"1. ALLOY 20 VALVES SHALL CONFORM TO THE REQUIREMENTS OF DOCUMENT NO. 87349HTC0007 CN7M (ALLOY 20) STATIC CASTING REQUIREMENTS,  DATED 11/30/87.   2. FIRESAFE TO API 607, LATEST EDITION, FOR EXTERNAL SEALING.",,PCSSME  ,1999-4-22
V03720,,EXISTING AT C.P.,PWTKXY  ,1996-8-26
V03780,"1. VALVE TO BE CAPABLE OF PASSING FUGITIVE EMISSION TEST OF 100 PPM OR     LOWER WITH METHANE GAS.  2. THERMAL RELIEF PIPING SHALL BE HARD PIPE, SCH 80 MINIMUM.",,,
V03781,"1. VALVE TO BE CAPABLE OF PASSING FUGITIVE EMISSION TEST OF  100 PPM OR    LOWER WITH METHANE GAS.  2. THERMAL RELIEF PIPING SHALL BE HARD PIPE, SCH 80 MINIMUM.",,,
V03801,,CLASS 300 VALVE BUILT TO SAME LENGTH AS CLASS 150 ASME B16.10 SHORT PATTERN.,MARTD6  ,2007-12-7
V03802,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",CLASS 300 VALVE BUILT TO SAME LENGTH AS CLASS 150 ASME B16.10 SHORT PATTERN.,MARTD6  ,2007-12-7
V03803,,DISCONTINUED,,
V03804,None,,COBBS2  ,2002-8-1
V03805,VALVE SHALL BE FIRESAFE TO API-607 LATEST EDITION.,,MARTD6  ,2007-12-7
V03806,FIRESAFE TO API-607 LATEST EDITION REQUIRED.,,MARTD6  ,2007-12-7
V03807,FIRESAFE TO API-607 LATEST EDITION REQUIRED.,,MARTD6  ,2007-12-7
V03808,"1.  FOR WET H2S SERVICE.  2.  FIRESAFE TO API-607 LATEST EDITION REQUIRED.  3.  VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",,MARTD6  ,2007-12-5
V03809,VALVE SHALL BE FIRESAFE TO API-607 LATEST EDITION.,,MARTD6  ,2007-12-7
V03810,1.  WET CO2 SERVICE.  2.  FIRESAFE TO API-607 LATEST EDITION REQUIRED.  ,,MARTD6  ,2007-12-7
V03814,DISCONTINUED,,FLORJR  ,2002-10-30
V03815,,,MARTD6  ,2007-12-7
V03816,"1. ALL CASTINGS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10 (FN). DEPOSITED WELD METAL FOR ALL WELDS IN CAST MATERIALS SHALL HAVE A FERRITE NUMBER IN THE RANGE OF 3 TO 10.  2. THE 5/32"" PRESSURE RELIEF HOLE ON THE BALL SHALL BE ON THE HIGH PRESSURE SIDE OF THE VALVE. THE VALVE BODY FLANGE ON THE HIGH PRESSURE SIDE OF THE VALVE SHALL HAVE THE EDGE MARKED WITH A PERMANENT ""HPE"" AT THREE EQUALLY SPACED POINTS.  3. THE VALVE BONNET SHALL BE EXTENDED TO MAINTAIN A MINIMUM PACKING TEMP. OF -20F, MINIMUM EXTENSION SHALL BE TO STD. BS 6364, 1984 EDITION, VALVES FOR CRYOGENIC SERVICE, FIG. 1, NON-COLD BOX APPLICATION.",,MARTD6  ,2007-12-7
V03817,,,PCSSME  ,1999-4-22
V03818,"1.  VALVES WITH REINFORCED TEFLON OR FILLED TEFLON SEATS SHALL NOT BE USED IN CAUSTIC OR CATACARB SERVICE, INCLUDING THE WORCESTER VALVE MODELS SPECIFIED IN THIS VALVE SHEET.  2.  JAMESBURY VALVE MODELS SPECIFIED IN THIS VALVE SHEET, WHICH USE ""XTREME"" FILLED FLOUROCARBON POLYMER SEATS, ARE ACCEPTABLE FOR CAUSTIC & CATACARB SERVICE.",* Fugitive emission qualified by ARCO,MARTD6  ,2008-1-9
V03819,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.", ,MARTD6  ,2007-12-10
V03822,VALVES SHALL INCORPORATE A RIGID MOUNTING BRACKET FOR THE VALVE OPERATOR. THIS BRACKET SHALL HAVE AN EXTERNAL BEARING TO ENSURE PERPENDICULAR ALIGNMENT OF THE STEM TO THE BALL.,,PCSSME  ,1997-11-13
V03825,None,,PCSSME  ,1999-4-22
V03826,None,,PCSSME  ,1999-4-22
V03835,None,,PCSSME  ,1997-11-14
V03860,,SPECIAL APPLICATION FOR LOW TEMPERATURE.  REQUEST ASSISTANCE FROM MANUFACTURER,MARTD6  ,2007-12-7
V03861,"VALVES SHALL BE FIRESAFE TO API 607, LATEST EDITION",,PCSSME  ,1999-7-21
V03862,,,PCSSME  ,1999-7-9
V03863,,,PCSSME  ,1999-4-22
V03864,,,PCSSME  ,1999-4-22
V03865,,,PCSSME  ,1999-4-22
V03866,, ,MARTD6  ,2007-12-10
V03867,,SPECIAL APPLICATION FOR LOW TEMPERATURE.  REQUEST ASSISTANCE FROM MANUFACTURER.,MARTD6  ,2007-12-7
V03868,,,MARTD6  ,2007-12-7
V03869,,,PCSSME  ,1999-4-22
V03870,, ,MARTD6  ,2007-12-10
V03871,,,PCSSME  ,1999-4-22
V03872,,,PCSSME  ,1999-4-22
V03873,,,PCSSME  ,1999-4-22
V03874,,,PCSSME  ,1999-4-22
V03875,,,PCSSME  ,1999-4-22
V03876,,,PCSSME  ,1999-4-22
V03877,,,PCSSME  ,1999-4-22
V03878,,,PCSSME  ,1999-4-22
V03879,,,PCSSME  ,1999-4-22
V03880,,,PCSSME  ,1999-4-22
V03881,,,PCSSME  ,1999-4-22
V03882,,,PCSSME  ,1999-4-22
V03883,,,PCSSME  ,1999-4-22
V03884,,,PCSSME  ,1999-4-22
V03885,"VALVE SHALL BE DESIGNED FOR BI-DIRECTIONAL SHUT-OFF, LEAK TESTED TO API 598, ZERO SEAT LEAKAGE IN BOTH DIRECTIONS",,PCSSME  ,1999-5-12
V03886,"1. VALVE SHALL BE DESIGNED FOR BI-DIRECTIONAL SHUT-OFF, LEAK TESTED TO API 598, ZERO SEAT LEAKAGE IN BOTH DIRECTIONS.  2. VALVES SHALL COMPLY WITH NACE MR0103.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",,MARTD6  ,2007-12-3
V03887,"VALVE SHALL BE DESIGNED FOR BI-DIRECTIONAL SHUT-OFF, LEAK TESTED TO API 598, ZERO SEAT LEAKAGE IN BOTH DIRECTIONS.  ",,PCSSME  ,1999-5-12
V03888,"VALVE SHALL BE DESIGNED FOR BI-DIRECTIONAL SHUT-OFF, LEAK TESTED TO API 598, ZERO SEAT LEAKAGE IN BOTH DIRECTIONS.  ",,PCSSME  ,1999-5-12
V03889,"1. FLANGE RIM OF THE HIGH PRESSURE END TO BE PERMANENTLY MARKED ""HPE"" 180 DEGREES APART; FLOW ARROWS SHALL BE REMOVED.  2. STEM SHALL HAVE AN ANTI-EXTRUSION DEVICE IN ACCORDANCE WITH API 609.",,PCSSME  ,1999-7-13
V03890,1. THE VALVE SHALL BE DESIGNED TO PREVENT SHAFT BLOWOUT IN THE EVENT OF SHAFT FRACTURE OR SEPARATION FROM THE DISC.   2. APPROVED MANUFACTURER:  VERNON TOOL COMPANY GREENWOOD QUICK  CLOSING VALVE II OR APPROVED EQUAL,,PCSSME  ,1997-12-3
V03891,1. THE VALVE SHALL BE DESIGNED TO PREVENT SHAFT BLOWOUT IN THE EVENT OF SHAFT FRACTURE OR SEPARATION FROM THE DISC.   2. APPROVED MANUFACTURER: VERNON TOOL COMPANY GREENWOOD QUICK CLOSING VALVE II OR APPROVED EQUAL.,,PCSSME  ,1997-12-3
V03892,"1. FLANGE RIM OF THE HIGH PRESSURE END TO BE PERMANENTLY MARKED ""HPE"" 180 DEGREES APART; FLOW ARROWS SHALL BE REMOVED.  2. STEM SHALL HAVE AN ANTI-EXTRUSION DEVICE IN ACCORDANCE WITH API 609.  3. STUFFING BOX EXTENSION SHALL MEET THE REQUIREMENTS OF BS 6364: 1984 VALVES FOR CRYOGENIC SERVICE, FIG. 1 VALVE WITH EXTENDED BONNET/GLAND, NON-COLD BOX APPLICATION.",,PCSSME  ,1999-7-14
V06000,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06001,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06002,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-2-18
V06003,,DISCONTINUED,,
V06004,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-2-18
V06005,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06006,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06007,,DISCONTINUED,,
V06008,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EXAMINED PER ANNEX D. ULTRASONIC EXAMINATION PER ANNEX E MAY BE SUBSTITUTED FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06009,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06010,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-2-18
V06011,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06012,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06013,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06014,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06015,"Forged stainless steel, Class 800, API 602, ASTM A182 Grade F316L, may be substituted.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06016,"Forged stainless steel, Class 800, API 602, ASTM A182 Grade F316L, may be substituted.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06017,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,MARTD6  ,2007-12-3
V06018,"VALVES SHALL COMPLY WITH NACE MR0103, EXCEPT BONNET BOLTING MAY BE TO ASTM A193 GR. B7 WITH 2H NUTS.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,MARTD6  ,2007-12-3
V06019,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06020,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06021,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06022,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-7
V06023,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-8
V06024,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE LIQUID PENETRANT EXAMINED PER ANNEX D. ULTRASONIC EXAMINATION PER ANNEX E MAY BE SUBSTITUTED FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V06025,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V06026,"Class 800, API 602 valve, may be substituted.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-8
V06027,"Class 800, API 602 valve, may be substituted.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-8
V06028,"Class 800, API 602 valve, may be substituted.",,PCSSME  ,1999-4-22
V06029,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-8
V06030,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V06031,"Forged stainless steel, Class 800, API 602, ASTM A182 Grade F316L, may be substituted.",(1) CLASS 800 *PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-8
V06032,"Forged stainless steel, Class 800, API 602, ASTM A182 Grade f316L, may be substituted.",(1) CLASS 800 *PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-8
V06033,"Class 800, API 602 valve, may be substituted.",,PCSSME  ,1999-4-22
V06034,"Class 800, API 602 valve, may be substituted.",,PCSSME  ,1999-4-22
V06035,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-8
V06036,,,PCSSME  ,1999-7-14
V06037,,,PCSSME  ,1999-6-16
V06040,FOR GLOBE VALVE DESCRIPTION FOR FAJ LINE CLASS ON CLEAN FUELS,,PCSSME  ,1996-12-18
V06060,,DISCONTINUED,,
V06061,,DISCONTINUED,,
V06062,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V06063,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE,PCSSME  ,1999-7-19
V06071,"ALLOY 20 VALVES SHALL CONFORM TO THE REQUIREMENTS OF DOCUMENT NO. 87349HTC0007 CN7M (ALLOY 20) STATIC CASTING REQUIREMENTS, DATED 11/30/87.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE,PCSSME  ,1998-12-8
V06072,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE,LOOMT0  ,2007-12-3
V06075,"Class 800, API 602 valve, may be substituted.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE,PCSSME  ,1998-12-30
V06076,"Class 800, API 602 valve, may be sunbstituted.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE,PCSSME  ,1998-12-9
V06090,,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1998-12-9
V06091,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,PCSSME  ,1999-7-19
V06092,None,*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,FLORJR  ,2002-11-19
V06093,"RADIOGRAPH (RT) CRITICAL AREAS OF 2"" & LARGER VALVE BODIES AND BONNETS TO ASME B16.34, SECTION 8 & ANNEX B, SEVERITY LEVEL 2 ACCEPTANCE FOR DEFECTS. ADDITIONALLY, ALL ACCESSIBLE EXTERIOR & INTERIOR SURFACES OF BODIES & BONNETS SHALL BE MAGNETIC PARTICLE EXAMINED PER ANNEX C. ULTRASONIC EXAMINATION PER  ANNEX E MAY BE SUBSTITUTED  FOR RT FOR FORGINGS.",*PASSED ARCO FUGITIVE EMISSION QUALIFICATION PROCEDURE.,FLORJR  ,2002-11-19
V06200,"VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND MATERIALS.",,PCSSME  ,1998-12-30
V06201,"VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND MATERIALS.",,PCSSME  ,1999-5-4
V06202,"VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND MATERIALS.",,PCSSME  ,1998-12-30
V06203,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND MATERIALS.  2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V06204,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND MATERIALS.  2. PRESSURE CONTAINING WELDS SHALL BE STRESS RELIEVED.",,PCSSME  ,1998-12-30
V06210,"1. VALVE DRAWING SHALL BE SUBMITTED, SHOWING DETAILED PARTS AND MATERIALS.    2. VALVES SHALL COMPLY WITH NACE MR0103.  NACE CERTIFICATION PAPER IS NOT REQUIRED TO BE SUBMITTED.",,MARTD6  ,2007-12-3
